fuel_log_id,vehicle_id,trip_id,fuel_date,fuel_type,fuel_litres,fuel_price_per_litre,fuel_cost,odometer_km
FL00811,VH046,TR00665,2026-01-30 03:58:47.985597,Diesel,15.348111298485161,190,2916.1411467121807,44851.63394884376
FL00812,VH030,TR01247,2026-01-30 04:50:39.007801,Diesel,139.76210839405218,190,26554.800594869914,29874.166952572603
FL00813,VH034,TR02711,2026-01-30 05:42:30.030006,Diesel,35.36136502269596,190,6718.659354312233,234464.52186290358
FL00814,VH036,TR04362,2026-01-30 06:34:21.052210,Diesel,137.74649800070884,190,26171.83462013468,124038.97225069435
FL00815,VH018,TR04169,2026-01-30 07:26:12.074414,Diesel,17.871840216164564,190,3395.649641071267,25438.068035787554
FL00816,VH025,TR03953,2026-01-30 08:18:03.096619,Diesel,142.75072264930458,190,27122.63730336787,87167.1766033699
FL00817,VH017,TR02592,2026-01-30 09:09:54.118823,Petrol,38.111757004640516,200,7622.351400928103,94339.03387119205
FL00818,VH015,TR00881,2026-01-30 10:01:45.141028,Petrol,52.3799684102425,200,10475.9936820485,204294.35763442173
FL00819,VH048,TR00435,2026-01-30 10:53:36.163232,Diesel,78.73192817441414,190,14959.066353138685,186514.4541210215
FL00820,VH012,TR01985,2026-01-30 11:45:27.185437,Diesel,63.30092337296653,190,12027.17544086364,175452.89189501657
FL00821,VH039,TR04453,2026-01-30 12:37:18.207641,Diesel,103.453915696841,190,19656.24398239979,15247.252621930897
FL00822,VH015,TR04114,2026-01-30 13:29:09.229845,Petrol,146.47308741501084,200,29294.617483002166,228566.9911423309
FL00823,VH028,TR03871,2026-01-30 14:21:00.252050,Petrol,94.8997087126917,200,18979.94174253834,61733.264059777975
FL00824,VH050,TR02623,2026-01-30 15:12:51.274254,Diesel,111.00795732111689,190,21091.51189101221,160974.73712624266
FL00825,VH013,TR01793,2026-01-30 16:04:42.296459,Petrol,22.320735042798212,200,4464.147008559642,24836.570322740597
FL00826,VH004,TR02799,2026-01-30 16:56:33.318663,Diesel,97.89374006980074,190,18599.81061326214,29566.26204929308
FL00827,VH006,TR03513,2026-01-30 17:48:24.340868,Diesel,73.53896878649783,190,13972.404069434588,12298.551071229316
FL00828,VH037,TR01494,2026-01-30 18:40:15.363072,Diesel,134.00953010874798,190,25461.810720662117,145822.63469087935
FL00829,VH017,TR02680,2026-01-30 19:32:06.385277,Petrol,64.34955395003428,200,12869.910790006856,161051.12070805713
FL00830,VH045,TR01626,2026-01-30 20:23:57.407481,Diesel,105.12358016698867,190,19973.480231727848,22110.952775974903
FL00831,VH038,TR02420,2026-01-30 21:15:48.429685,Diesel,41.941521956271075,190,7968.889171691504,79716.37234336934
FL00832,VH021,TR03018,2026-01-30 22:07:39.451890,Petrol,46.312154693387434,200,9262.430938677488,214349.059402724
FL00833,VH015,TR01848,2026-01-30 22:59:30.474094,Petrol,62.657140329118306,200,12531.42806582366,34314.008037499385
FL00834,VH046,TR03247,2026-01-30 23:51:21.496299,Diesel,52.56889525091038,190,9988.090097672972,61971.31949279949
FL00835,VH020,TR01539,2026-01-31 00:43:12.518503,Petrol,45.543037514610475,200,9108.607502922096,111853.8900333825
FL00836,VH043,TR01317,2026-01-31 01:35:03.540708,Diesel,16.9536188261133,190,3221.1875769615267,212145.78463194784
FL00837,VH029,TR01720,2026-01-31 02:26:54.562912,Diesel,127.14448644534427,190,24157.45242461541,71163.77307404901
FL00838,VH035,TR01951,2026-01-31 03:18:45.585117,Diesel,19.002214324779807,190,3610.4207217081635,249312.8836872021
FL00839,VH031,TR00224,2026-01-31 04:10:36.607321,Petrol,134.23117218441547,200,26846.234436883093,95262.83515324681
FL00840,VH014,TR02027,2026-01-31 05:02:27.629525,Diesel,27.565154469528437,190,5237.379349210403,102747.67803606954
FL00841,VH032,TR01548,2026-01-31 05:54:18.651730,Petrol,19.136643188772265,200,3827.3286377544528,39305.48901539064
FL00842,VH026,TR03779,2026-01-31 06:46:09.673934,Diesel,88.82066695729759,190,16875.926721886543,173247.49620556738
FL00843,VH011,TR03724,2026-01-31 07:38:00.696139,Diesel,80.34185096046104,190,15264.9516824876,68431.64386827558
FL00844,VH010,TR01524,2026-01-31 08:29:51.718343,Diesel,78.77283963646391,190,14966.839530928144,160928.22287081112
FL00845,VH002,TR02704,2026-01-31 09:21:42.740548,Petrol,90.43060585019569,200,18086.12117003914,63557.85481670238
FL00846,VH002,TR01973,2026-01-31 10:13:33.762752,Petrol,50.1879248566818,200,10037.58497133636,103089.3441343523
FL00847,VH016,TR04529,2026-01-31 11:05:24.784956,Diesel,102.81289828014556,190,19534.450673227657,215601.3020690602
FL00848,VH043,TR04605,2026-01-31 11:57:15.807161,Diesel,80.33631075900566,190,15263.899044211075,187337.41875377682
FL00849,VH026,TR04604,2026-01-31 12:49:06.829365,Diesel,56.864085374025535,190,10804.176221064852,47101.815986493624
FL00850,VH005,TR00617,2026-01-31 13:40:57.851570,Diesel,125.71009337730193,190,23884.917741687368,155849.96016978432
FL00851,VH044,TR04516,2026-01-31 14:32:48.873774,Petrol,111.88095348573941,200,22376.190697147882,160873.75640171423
FL00852,VH014,TR04170,2026-01-31 15:24:39.895979,Diesel,65.10544787224708,190,12370.035095726946,31736.43364044665
FL00853,VH010,TR02622,2026-01-31 16:16:30.918183,Diesel,128.66648993204217,190,24446.633087088012,121793.35704062459
FL00854,VH044,TR04242,2026-01-31 17:08:21.940388,Petrol,138.8361550156484,200,27767.231003129677,72560.4149602259
FL00855,VH008,TR02094,2026-01-31 18:00:12.962592,Diesel,85.16127739181074,190,16180.64270444404,122111.2342632359
FL00856,VH027,TR01765,2026-01-31 18:52:03.984796,Petrol,40.093343021968906,200,8018.668604393781,196497.03791749
FL00857,VH028,TR03177,2026-01-31 19:43:55.007001,Petrol,138.21090191657817,200,27642.180383315634,47982.294354476726
FL00858,VH049,TR01133,2026-01-31 20:35:46.029205,Diesel,36.52714681337241,190,6940.157894540758,39593.009341130506
FL00859,VH017,TR04217,2026-01-31 21:27:37.051410,Petrol,16.77925169841768,200,3355.8503396835363,74635.9588253855
FL00860,VH007,TR03571,2026-01-31 22:19:28.073614,Petrol,55.84818124223832,200,11169.636248447663,238546.10808317998
FL00861,VH012,TR01067,2026-01-31 23:11:19.095819,Diesel,111.77528822454558,190,21237.304762663658,189477.8106843919
FL00862,VH007,TR02147,2026-02-01 00:03:10.118023,Petrol,139.25837208949693,200,27851.674417899387,14669.40707549118
FL00863,VH030,TR00706,2026-02-01 00:55:01.140228,Diesel,99.21999055402158,190,18851.7982052641,106241.1621960104
FL00864,VH038,TR02359,2026-02-01 01:46:52.162432,Diesel,143.2573965753324,190,27218.905349313154,71775.51497929245
FL00865,VH031,TR03535,2026-02-01 02:38:43.184636,Petrol,22.931917498625527,200,4586.383499725105,163154.69640932174
FL00866,VH035,TR03813,2026-02-01 03:30:34.206841,Diesel,18.505522142322807,190,3516.0492070413334,120230.18884820635
FL00867,VH002,TR02471,2026-02-01 04:22:25.229045,Petrol,94.58687310411297,200,18917.374620822593,241479.6459673458
FL00868,VH032,TR04068,2026-02-01 05:14:16.251250,Petrol,145.25628514898568,200,29051.257029797136,62554.82823621717
FL00869,VH045,TR03461,2026-02-01 06:06:07.273454,Diesel,80.38098325366136,190,15272.386818195657,151085.53983974576
FL00870,VH041,TR03769,2026-02-01 06:57:58.295659,Diesel,17.212131631502718,190,3270.3050099855163,178050.40359765344
FL00871,VH036,TR01935,2026-02-01 07:49:49.317863,Diesel,40.970611850843866,190,7784.416251660335,208135.4774428916
FL00872,VH042,TR02320,2026-02-01 08:41:40.340068,Diesel,44.271006898207894,190,8411.4913106595,107673.0473027217
FL00873,VH019,TR02873,2026-02-01 09:33:31.362272,Diesel,57.299998079173,190,10886.99963504287,174861.25783779557
FL00874,VH017,TR00210,2026-02-01 10:25:22.384476,Petrol,16.104473702069768,200,3220.8947404139535,82768.35313222787
FL00875,VH042,TR04835,2026-02-01 11:17:13.406681,Diesel,136.68497806970828,190,25970.145833244573,114514.26216683687
FL00876,VH021,TR02808,2026-02-01 12:09:04.428885,Petrol,82.17895226100933,200,16435.790452201865,224950.5114888158
FL00877,VH040,TR04255,2026-02-01 13:00:55.451090,Petrol,103.93031101357526,200,20786.062202715053,237977.82623942904
FL00878,VH017,TR03963,2026-02-01 13:52:46.473294,Petrol,19.404197165301255,200,3880.839433060251,182516.16326254353
FL00879,VH017,TR04837,2026-02-01 14:44:37.495499,Petrol,17.576165492510917,200,3515.2330985021836,99844.4537862844
FL00880,VH036,TR01954,2026-02-01 15:36:28.517703,Diesel,92.10548808567661,190,17500.042736278556,206813.86959391937
FL00881,VH017,TR02391,2026-02-01 16:28:19.539907,Petrol,134.22144147058913,200,26844.288294117825,16208.099614100844
FL00882,VH035,TR03526,2026-02-01 17:20:10.562112,Diesel,83.98748013433658,190,15957.62122552395,34659.01852946106
FL00883,VH045,TR04795,2026-02-01 18:12:01.584316,Diesel,132.89468415981003,190,25249.989990363905,168729.69673008667
FL00884,VH017,TR03215,2026-02-01 19:03:52.606521,Petrol,123.5387782277335,200,24707.755645546702,79899.65806481379
FL00885,VH015,TR02445,2026-02-01 19:55:43.628725,Petrol,20.619530011288905,200,4123.906002257781,238332.69241611467
FL00886,VH050,TR02584,2026-02-01 20:47:34.650930,Diesel,38.27404641399659,190,7272.068818659352,114654.54690215313
FL00887,VH009,TR00141,2026-02-01 21:39:25.673134,Diesel,102.07949368174795,190,19395.10379953211,113047.55689340248
FL00888,VH042,TR04336,2026-02-01 22:31:16.695339,Diesel,72.09019355700582,190,13697.136775831106,172739.0824458235
FL00889,VH033,TR00292,2026-02-01 23:23:07.717543,Petrol,50.69797391056888,200,10139.594782113776,194216.45495348552
FL00890,VH034,TR02865,2026-02-02 00:14:58.739747,Diesel,68.60873984671707,190,13035.660570876244,124134.09715003276
FL00891,VH006,TR04178,2026-02-02 01:06:49.761952,Diesel,72.3279504778888,190,13742.310590798874,61360.216410813795
FL00892,VH042,TR02608,2026-02-02 01:58:40.784156,Diesel,137.47731511502352,190,26120.68987185447,195594.0742541492
FL00893,VH025,TR03937,2026-02-02 02:50:31.806361,Diesel,24.484159718693423,190,4651.99034655175,86884.30596967062
FL00894,VH049,TR02918,2026-02-02 03:42:22.828565,Diesel,49.1623045530661,190,9340.83786508256,52026.584630525824
FL00895,VH027,TR02219,2026-02-02 04:34:13.850770,Petrol,85.25907432157994,200,17051.814864315988,161593.64558200317
FL00896,VH030,TR01798,2026-02-02 05:26:04.872974,Diesel,107.76016972828283,190,20474.432248373738,31708.880077684094
FL00897,VH014,TR00977,2026-02-02 06:17:55.895179,Diesel,98.28922045429411,190,18674.95188631588,243124.64202065318
FL00898,VH016,TR00580,2026-02-02 07:09:46.917383,Diesel,141.82998328323524,190,26947.696823814695,161775.34345891286
FL00899,VH015,TR02574,2026-02-02 08:01:37.939587,Petrol,121.38524947472625,200,24277.04989494525,246614.9250212214
FL00900,VH032,TR02590,2026-02-02 08:53:28.961792,Petrol,87.99075787642025,200,17598.15157528405,91334.42163487265
FL00901,VH019,TR03284,2026-02-02 09:45:19.983996,Diesel,40.05557683429105,190,7610.5595985153,243089.23868569548
FL00902,VH046,TR01800,2026-02-02 10:37:11.006201,Diesel,73.12239239631357,190,13893.254555299578,44934.93945486966
FL00903,VH030,TR01462,2026-02-02 11:29:02.028405,Diesel,107.07351418722683,190,20343.967695573097,19766.745363286827
FL00904,VH031,TR04418,2026-02-02 12:20:53.050610,Petrol,127.31470447705189,200,25462.94089541038,17916.174509104614
FL00905,VH025,TR04069,2026-02-02 13:12:44.072814,Diesel,144.36307141913423,190,27428.983569635504,121568.8889438145
FL00906,VH006,TR02948,2026-02-02 14:04:35.095019,Diesel,94.76338725930847,190,18005.04357926861,29921.007394862747
FL00907,VH030,TR00714,2026-02-02 14:56:26.117223,Diesel,83.76871142262054,190,15916.055170297903,132920.29220022442
FL00908,VH033,TR02424,2026-02-02 15:48:17.139427,Petrol,12.476869236960763,200,2495.3738473921526,88600.12084213611
FL00909,VH045,TR01891,2026-02-02 16:40:08.161632,Diesel,20.09386968102519,190,3817.835239394786,90550.95819378774
FL00910,VH034,TR03568,2026-02-02 17:31:59.183836,Diesel,31.854699669236037,190,6052.3929371548475,162546.15917084075
FL00911,VH027,TR01679,2026-02-02 18:23:50.206041,Petrol,17.66639036654793,200,3533.278073309586,49143.52147638884
FL00912,VH015,TR02148,2026-02-02 19:15:41.228245,Petrol,66.1208534326897,200,13224.17068653794,193972.80888153546
FL00913,VH005,TR00918,2026-02-02 20:07:32.250450,Diesel,57.1629963194421,190,10860.969300694,149687.42074687235
FL00914,VH010,TR02267,2026-02-02 20:59:23.272654,Diesel,99.229582101575,190,18853.62059929925,229586.71092340263
FL00915,VH019,TR02525,2026-02-02 21:51:14.294858,Diesel,84.99311511067638,190,16148.691871028514,97561.75690420561
FL00916,VH025,TR01807,2026-02-02 22:43:05.317063,Diesel,93.43590631430035,190,17752.822199717066,245851.59809611013
FL00917,VH016,TR04052,2026-02-02 23:34:56.339267,Diesel,76.07680841127157,190,14454.593598141599,148198.63521136556
FL00918,VH045,TR00560,2026-02-03 00:26:47.361472,Diesel,48.883200797596,190,9287.808151543239,243616.4694850081
FL00919,VH032,TR00629,2026-02-03 01:18:38.383676,Petrol,143.39554409250678,200,28679.108818501358,16494.55697130768
FL00920,VH021,TR03067,2026-02-03 02:10:29.405881,Petrol,22.097282366419456,200,4419.456473283892,184714.31737897312
FL00921,VH029,TR01912,2026-02-03 03:02:20.428085,Diesel,141.444739925143,190,26874.500585777172,205989.1658302567
FL00922,VH010,TR03763,2026-02-03 03:54:11.450290,Diesel,53.573326561062856,190,10178.932046601944,22761.58880235702
FL00923,VH032,TR03552,2026-02-03 04:46:02.472494,Petrol,81.77260235142164,200,16354.520470284328,148952.71936389897
FL00924,VH038,TR01809,2026-02-03 05:37:53.494698,Diesel,25.23792519585646,190,4795.205787212727,202466.1504614676
FL00925,VH042,TR02387,2026-02-03 06:29:44.516903,Diesel,19.9303495719413,190,3786.7664186688467,144649.29405353745
FL00926,VH008,TR01896,2026-02-03 07:21:35.539107,Diesel,70.1363628206044,190,13325.908935914837,25315.261697311995
FL00927,VH017,TR03931,2026-02-03 08:13:26.561312,Petrol,113.83763269315494,200,22767.526538630987,176427.33781559474
FL00928,VH029,TR01007,2026-02-03 09:05:17.583516,Diesel,47.71106885679685,190,9065.103082791402,24543.25952159407
FL00929,VH009,TR00049,2026-02-03 09:57:08.605721,Diesel,88.7287044509448,190,16858.453845679513,206192.53480394525
FL00930,VH044,TR01851,2026-02-03 10:48:59.627925,Petrol,49.01104767319457,200,9802.209534638914,20328.203993606658
FL00931,VH049,TR01930,2026-02-03 11:40:50.650130,Diesel,64.40582852502571,190,12237.107419754886,42975.37144248899
FL00932,VH013,TR02133,2026-02-03 12:32:41.672334,Petrol,136.90248458633545,200,27380.49691726709,76025.82172558444
FL00933,VH034,TR01526,2026-02-03 13:24:32.694538,Diesel,129.81754756928873,190,24665.33403816486,162007.550142592
FL00934,VH045,TR00329,2026-02-03 14:16:23.716743,Diesel,82.24245607846818,190,15626.066654908955,244326.18391151342
FL00935,VH021,TR02658,2026-02-03 15:08:14.738947,Petrol,43.334787846091025,200,8666.957569218204,38277.48462878426
FL00936,VH008,TR04530,2026-02-03 16:00:05.761152,Diesel,37.045747782623195,190,7038.692078698407,44249.84061134042
FL00937,VH038,TR00588,2026-02-03 16:51:56.783356,Diesel,143.572229425,190,27278.723590749996,98528.89520823528
FL00938,VH035,TR03206,2026-02-03 17:43:47.805561,Diesel,38.38032351149626,190,7292.261467184289,210692.59306127686
FL00939,VH040,TR01599,2026-02-03 18:35:38.827765,Petrol,123.14356352775548,200,24628.712705551094,122135.4286601954
FL00940,VH013,TR03852,2026-02-03 19:27:29.849969,Petrol,61.655829334975216,200,12331.165866995043,87186.5440613972
FL00941,VH002,TR02473,2026-02-03 20:19:20.872174,Petrol,147.99237865815337,200,29598.475731630675,144688.9197301267
FL00942,VH036,TR02818,2026-02-03 21:11:11.894378,Diesel,61.5418036507903,190,11692.942693650157,72525.56738698001
FL00943,VH029,TR04608,2026-02-03 22:03:02.916583,Diesel,59.21232748750165,190,11250.342222625313,106278.37773940503
FL00944,VH021,TR01409,2026-02-03 22:54:53.938787,Petrol,99.24490804286724,200,19848.98160857345,89825.23581569004
FL00945,VH033,TR01012,2026-02-03 23:46:44.960992,Petrol,144.6123529277547,200,28922.47058555094,202993.84537951503
FL00946,VH049,TR04660,2026-02-04 00:38:35.983196,Diesel,146.6693448115006,190,27867.175514185114,231821.3743451202
FL00947,VH023,TR04399,2026-02-04 01:30:27.005401,Diesel,109.00886050537792,190,20711.683496021804,192297.32611765884
FL00948,VH025,TR04045,2026-02-04 02:22:18.027605,Diesel,115.6448911890895,190,21972.529325927007,115380.05824719604
FL00949,VH035,TR01330,2026-02-04 03:14:09.049809,Diesel,88.87630463622388,190,16886.497880882536,131040.39459919931
FL00950,VH029,TR02605,2026-02-04 04:06:00.072014,Diesel,115.80860347852646,190,22003.63466092003,40017.68654306456
FL00951,VH044,TR02024,2026-02-04 04:57:51.094218,Petrol,130.3691516958695,200,26073.830339173903,189247.53067228908
FL00952,VH012,TR04508,2026-02-04 05:49:42.116423,Diesel,78.05334244730325,190,14830.135064987619,153154.16305481057
FL00953,VH002,TR03186,2026-02-04 06:41:33.138627,Petrol,96.78071679621442,200,19356.143359242884,226585.59907298474
FL00954,VH026,TR04604,2026-02-04 07:33:24.160832,Diesel,85.22433733262667,190,16192.624093199069,58146.67445803677
FL00955,VH005,TR04152,2026-02-04 08:25:15.183036,Diesel,88.7458858940148,190,16861.71831986281,192334.26926382692
FL00956,VH049,TR02594,2026-02-04 09:17:06.205241,Diesel,134.60670738235171,190,25575.274402646824,174321.19881260552
FL00957,VH009,TR03342,2026-02-04 10:08:57.227445,Diesel,59.78635622877983,190,11359.407683468167,73802.92811434052
FL00958,VH027,TR00196,2026-02-04 11:00:48.249649,Petrol,39.14576358408739,200,7829.152716817478,170170.87348979802
FL00959,VH008,TR01791,2026-02-04 11:52:39.271854,Diesel,73.87921543830808,190,14037.050933278535,231849.6113383959
FL00960,VH026,TR01107,2026-02-04 12:44:30.294058,Diesel,39.13192666737712,190,7435.0660668016535,230424.63704010853
FL00961,VH008,TR02790,2026-02-04 13:36:21.316263,Diesel,79.77605959268269,190,15157.45132260971,182710.3778838739
FL00962,VH037,TR02185,2026-02-04 14:28:12.338467,Diesel,136.4911347499882,190,25933.315602497758,21537.547008174424
FL00963,VH045,TR00539,2026-02-04 15:20:03.360672,Diesel,96.44069286754689,190,18323.731644833908,219343.44095683875
FL00964,VH048,TR04785,2026-02-04 16:11:54.382876,Diesel,129.7605994624309,190,24654.51389786187,167866.86568108958
FL00965,VH004,TR00719,2026-02-04 17:03:45.405081,Diesel,33.26672874617165,190,6320.678461772613,84504.22076385627
FL00966,VH045,TR03996,2026-02-04 17:55:36.427285,Diesel,136.12230295520476,190,25863.237561488902,54940.08680936784
FL00967,VH016,TR00306,2026-02-04 18:47:27.449489,Diesel,94.25020301699621,190,17907.53857322928,37888.92711935611
FL00968,VH033,TR00388,2026-02-04 19:39:18.471694,Petrol,14.446370423667172,200,2889.2740847334344,22056.855821862635
FL00969,VH024,TR00725,2026-02-04 20:31:09.493898,Petrol,98.63665373990516,200,19727.330747981032,190984.77950818156
FL00970,VH026,TR02597,2026-02-04 21:23:00.516103,Diesel,143.1955738765285,190,27207.159036540415,66602.31974638609
FL00971,VH003,TR02436,2026-02-04 22:14:51.538307,Diesel,21.08338006655069,190,4005.8422126446308,15820.704650381216
FL00972,VH036,TR02341,2026-02-04 23:06:42.560512,Diesel,91.5438582657401,190,17393.33307049062,105344.95644207743
FL00973,VH020,TR00179,2026-02-04 23:58:33.582716,Petrol,138.16700440176007,200,27633.400880352012,125825.69934216134
FL00974,VH022,TR01904,2026-02-05 00:50:24.604920,Petrol,11.357323566812438,200,2271.4647133624876,50615.25541603046
FL00975,VH011,TR01705,2026-02-05 01:42:15.627125,Diesel,98.32780970521524,190,18682.283843990896,20571.600679011946
FL00976,VH034,TR03384,2026-02-05 02:34:06.649329,Diesel,76.48632085633477,190,14532.400962703607,55390.115943536526
FL00977,VH003,TR04176,2026-02-05 03:25:57.671534,Diesel,58.57850461080548,190,11129.91587605304,172984.66284077783
FL00978,VH014,TR04543,2026-02-05 04:17:48.693738,Diesel,97.85510859235265,190,18592.470632547003,29738.482540289537
FL00979,VH044,TR04862,2026-02-05 05:09:39.715943,Petrol,17.37829324223837,200,3475.6586484476743,143208.88733367852
FL00980,VH036,TR04666,2026-02-05 06:01:30.738147,Diesel,115.42882648023603,190,21931.477031244845,45138.87709796
FL00981,VH048,TR00096,2026-02-05 06:53:21.760352,Diesel,10.627126768759068,190,2019.1540860642228,56965.40165930065
FL00982,VH018,TR01284,2026-02-05 07:45:12.782556,Diesel,52.97100413092931,190,10064.490784876569,104338.69198400769
FL00983,VH002,TR00248,2026-02-05 08:37:03.804760,Petrol,80.55420927585497,200,16110.841855170995,34198.08065289552
FL00984,VH015,TR00982,2026-02-05 09:28:54.826965,Petrol,62.78311507931724,200,12556.623015863448,51568.840667731085
FL00985,VH029,TR04364,2026-02-05 10:20:45.849169,Diesel,53.046630928781546,190,10078.859876468494,93748.57874832499
FL00986,VH025,TR01566,2026-02-05 11:12:36.871374,Diesel,126.31692036553346,190,24000.214869451356,89120.56131960805
FL00987,VH025,TR02142,2026-02-05 12:04:27.893578,Diesel,140.87656039806726,190,26766.54647563278,189825.15656217566
FL00988,VH023,TR00736,2026-02-05 12:56:18.915783,Diesel,132.3197758868244,190,25140.757418496636,27947.75323034185
FL00989,VH008,TR03388,2026-02-05 13:48:09.937987,Diesel,83.14038382699995,190,15796.67292712999,216508.17655992243
FL00990,VH031,TR02660,2026-02-05 14:40:00.960192,Petrol,133.78298452708762,200,26756.596905417526,205895.72097746917
FL00991,VH025,TR00449,2026-02-05 15:31:51.982396,Diesel,138.92061912541612,190,26394.917633829064,193837.99352606523
FL00992,VH030,TR01836,2026-02-05 16:23:43.004600,Diesel,67.29337558664469,190,12785.741361462491,84249.3669911518
FL00993,VH050,TR04716,2026-02-05 17:15:34.026805,Diesel,49.68242033076236,190,9439.659862844848,207491.628529789
FL00994,VH035,TR00614,2026-02-05 18:07:25.049009,Diesel,23.757128813864846,190,4513.8544746343205,53872.49926942739
FL00995,VH044,TR01434,2026-02-05 18:59:16.071214,Petrol,77.07286894689207,200,15414.573789378413,39858.20940520678
FL00996,VH020,TR00877,2026-02-05 19:51:07.093418,Petrol,142.4815688613818,200,28496.313772276357,20789.520037476963
FL00997,VH010,TR02576,2026-02-05 20:42:58.115623,Diesel,88.52705392985195,190,16820.14024667187,235434.48712133823
FL00998,VH007,TR01134,2026-02-05 21:34:49.137827,Petrol,103.45869425006403,200,20691.738850012807,83922.61544926568
FL00999,VH042,TR04871,2026-02-05 22:26:40.160032,Diesel,25.80373458885866,190,4902.709571883145,230228.29124269742
FL01000,VH040,TR00672,2026-02-05 23:18:31.182236,Petrol,30.092752979915875,200,6018.550595983175,75427.25476463913
FL01001,VH032,TR01631,2026-02-06 00:10:22.204440,Petrol,75.02625667435416,200,15005.25133487083,227815.83024072388
FL01002,VH041,TR03319,2026-02-06 01:02:13.226645,Diesel,143.17707185772161,190,27203.64365296711,226942.97268306118
FL01003,VH037,TR00361,2026-02-06 01:54:04.248849,Diesel,60.50984982281405,190,11496.87146633467,231682.2508025711
FL01004,VH012,TR02393,2026-02-06 02:45:55.271054,Diesel,132.84776578445468,190,25241.07549904639,129076.8254282065
FL01005,VH023,TR03902,2026-02-06 03:37:46.293258,Diesel,26.840403079599614,190,5099.676585123927,217827.10883173408
FL01006,VH002,TR00798,2026-02-06 04:29:37.315463,Petrol,96.38240897071941,200,19276.48179414388,238183.81508015684
FL01007,VH036,TR01784,2026-02-06 05:21:28.337667,Diesel,94.08581676747255,190,17876.305185819783,87908.06605532308
FL01008,VH037,TR00067,2026-02-06 06:13:19.359871,Diesel,130.38246500983757,190,24772.66835186914,110529.85736381322
FL01009,VH022,TR03035,2026-02-06 07:05:10.382076,Petrol,10.464338616686211,200,2092.8677233372423,182617.64496057856
FL01010,VH049,TR02091,2026-02-06 07:57:01.404280,Diesel,36.5904334076601,190,6952.182347455419,82086.35721359221
FL01011,VH004,TR02277,2026-02-06 08:48:52.426485,Diesel,40.75626756012744,190,7743.690836424214,190914.23413903816
FL01012,VH029,TR03516,2026-02-06 09:40:43.448689,Diesel,142.99525233270322,190,27169.097943213612,27734.114851248145
FL01013,VH042,TR00234,2026-02-06 10:32:34.470894,Diesel,31.517111877785293,190,5988.2512567792055,135639.61222925014
FL01014,VH033,TR01223,2026-02-06 11:24:25.493098,Petrol,15.174729030878453,200,3034.9458061756904,39355.23618009885
FL01015,VH016,TR02545,2026-02-06 12:16:16.515303,Diesel,84.82460926385312,190,16116.675760132093,80397.63434480234
FL01016,VH043,TR01056,2026-02-06 13:08:07.537507,Diesel,83.99818474071543,190,15959.655100735932,72070.09419675329
FL01017,VH039,TR04555,2026-02-06 13:59:58.559711,Diesel,128.16657515150098,190,24351.649278785186,211343.69765503987
FL01018,VH024,TR03348,2026-02-06 14:51:49.581916,Petrol,142.8403510248923,200,28568.07020497846,56444.14129748739
FL01019,VH030,TR01170,2026-02-06 15:43:40.604120,Diesel,85.39636189961834,190,16225.308760927484,204027.50083818854
FL01020,VH023,TR04102,2026-02-06 16:35:31.626325,Diesel,140.19918553875178,190,26637.845252362837,200550.48301790128
FL01021,VH011,TR00494,2026-02-06 17:27:22.648529,Diesel,111.52228118197615,190,21189.23342457547,129731.93333373517
FL01022,VH038,TR03180,2026-02-06 18:19:13.670734,Diesel,47.0382779193819,190,8937.272804682561,66122.38134307112
FL01023,VH027,TR03844,2026-02-06 19:11:04.692938,Petrol,139.97889953214968,200,27995.779906429936,64455.12158949345
FL01024,VH037,TR01364,2026-02-06 20:02:55.715143,Diesel,103.44204466546246,190,19653.98848643787,121581.91530780347
FL01025,VH027,TR03399,2026-02-06 20:54:46.737347,Petrol,67.97343058396874,200,13594.686116793748,12114.161774443914
FL01026,VH012,TR01057,2026-02-06 21:46:37.759551,Diesel,105.23389183237029,190,19994.439448150355,137524.18110672786
FL01027,VH035,TR00143,2026-02-06 22:38:28.781756,Diesel,66.18379588412512,190,12574.921217983772,238667.0861840933
FL01028,VH028,TR03316,2026-02-06 23:30:19.803960,Petrol,25.9857275183143,200,5197.1455036628595,47129.651647023165
FL01029,VH022,TR04832,2026-02-07 00:22:10.826165,Petrol,110.65702460476598,200,22131.404920953195,147602.94915414482
FL01030,VH013,TR02774,2026-02-07 01:14:01.848369,Petrol,125.37226570390413,200,25074.453140780828,240826.88527466962
FL01031,VH018,TR01885,2026-02-07 02:05:52.870574,Diesel,112.03286786271428,190,21286.244893915715,216525.31347798405
FL01032,VH009,TR02265,2026-02-07 02:57:43.892778,Diesel,42.076053485934715,190,7994.4501623275955,214091.22793152166
FL01033,VH028,TR01925,2026-02-07 03:49:34.914982,Petrol,143.92890188686582,200,28785.780377373165,207243.98329508537
FL01034,VH036,TR04046,2026-02-07 04:41:25.937187,Diesel,13.535638636761828,190,2571.7713409847474,84165.66545348454
FL01035,VH025,TR02482,2026-02-07 05:33:16.959391,Diesel,56.57594163258968,190,10749.42891019204,223748.03950403494
FL01036,VH045,TR01891,2026-02-07 06:25:07.981596,Diesel,46.41294083488537,190,8818.45875862822,235921.68429596105
FL01037,VH016,TR03126,2026-02-07 07:16:59.003800,Diesel,16.737671866079136,190,3180.157654555036,128990.18159176945
FL01038,VH050,TR00942,2026-02-07 08:08:50.026005,Diesel,66.80215701841358,190,12692.409833498581,95097.0513422701
