maintenance_id,vehicle_id,maintenance_date,maintenance_type,maintenance_cost,odometer_km,status
MT00267,VH021,2026-04-06 22:50:44.488977,Routine Inspection,3822.7333240454336,54329.1447855297,Completed
MT00268,VH028,2026-04-07 07:30:10.821643,Engine Repair,44814.323034146946,92396.51653318424,Completed
MT00269,VH011,2026-04-07 16:09:37.154308,Brake Service,10560.11557183448,128075.32641689478,Pending
MT00270,VH024,2026-04-08 00:49:03.486973,Routine Inspection,2188.8795023647986,212421.46989302497,Completed
MT00271,VH012,2026-04-08 09:28:29.819639,Tire Replacement,33281.31159719045,114342.75207178049,Completed
MT00272,VH003,2026-04-08 18:07:56.152304,Oil Change,6013.2666197127655,186553.08013126874,Completed
MT00273,VH033,2026-04-09 02:47:22.484969,Oil Change,5907.864683923561,13603.513908674571,Completed
MT00274,VH013,2026-04-09 11:26:48.817635,Brake Service,14871.338972420675,16140.417131532133,Completed
MT00275,VH002,2026-04-09 20:06:15.150300,Engine Repair,73099.87379453448,19107.389653269893,Completed
MT00276,VH042,2026-04-10 04:45:41.482965,Tire Replacement,20568.721338558633,15556.88778202664,Pending
MT00277,VH044,2026-04-10 13:25:07.815631,Engine Repair,41958.54460065615,59074.057135189985,Completed
MT00278,VH016,2026-04-10 22:04:34.148296,Routine Inspection,2892.548386127359,153022.3720051704,Completed
MT00279,VH020,2026-04-11 06:44:00.480961,Brake Service,17170.474899808985,199694.50497011156,Pending
MT00280,VH032,2026-04-11 15:23:26.813627,Oil Change,3847.4797336646457,146231.41231709518,Completed
MT00281,VH023,2026-04-12 00:02:53.146292,Tire Replacement,24602.931771390977,29513.02977242702,Pending
MT00282,VH010,2026-04-12 08:42:19.478957,Routine Inspection,3876.972992863619,178869.23018181062,Completed
MT00283,VH023,2026-04-12 17:21:45.811623,Engine Repair,61299.73582023778,142710.1361409199,Pending
MT00284,VH017,2026-04-13 02:01:12.144288,Battery Replacement,17406.862145795465,85885.67236268354,Completed
MT00285,VH050,2026-04-13 10:40:38.476953,Battery Replacement,22263.78348258292,52433.14151806263,Pending
MT00286,VH008,2026-04-13 19:20:04.809619,Battery Replacement,13599.783268122867,29441.198237639608,Pending
MT00287,VH004,2026-04-14 03:59:31.142284,Oil Change,4729.276087833238,128734.90007529277,Completed
MT00288,VH008,2026-04-14 12:38:57.474949,Battery Replacement,10819.609659116595,211884.82897949428,Completed
MT00289,VH023,2026-04-14 21:18:23.807615,Battery Replacement,20755.21425703594,34164.753713782855,Completed
MT00290,VH034,2026-04-15 05:57:50.140280,Brake Service,8109.436905754253,35460.4752838828,Pending
MT00291,VH033,2026-04-15 14:37:16.472945,Routine Inspection,3559.2971740444173,75875.29480221438,Pending
MT00292,VH014,2026-04-15 23:16:42.805611,Brake Service,17812.367716696463,101205.00984241521,Pending
MT00293,VH021,2026-04-16 07:56:09.138276,Brake Service,6472.228143833451,248315.39010604017,Completed
MT00294,VH004,2026-04-16 16:35:35.470941,Engine Repair,33481.70164355273,139445.9127547681,Completed
MT00295,VH026,2026-04-17 01:15:01.803607,Battery Replacement,11119.324977729224,208732.9447189691,Completed
MT00296,VH018,2026-04-17 09:54:28.136272,Routine Inspection,2403.1370418671204,64112.05126688102,Completed
MT00297,VH046,2026-04-17 18:33:54.468937,Oil Change,7724.415873267118,228399.13843902395,Completed
MT00298,VH037,2026-04-18 03:13:20.801603,Battery Replacement,20579.1934210362,188518.01334829882,Pending
MT00299,VH001,2026-04-18 11:52:47.134268,Battery Replacement,15734.493606902888,90231.99415281556,Pending
MT00300,VH003,2026-04-18 20:32:13.466933,Engine Repair,43811.36840326124,191050.78868389086,Completed
MT00301,VH027,2026-04-19 05:11:39.799599,Brake Service,6727.853896043378,222764.0968532151,Completed
MT00302,VH016,2026-04-19 13:51:06.132264,Battery Replacement,8402.478693752382,96277.13670246619,Completed
MT00303,VH036,2026-04-19 22:30:32.464929,Tire Replacement,29498.0851705211,209587.65427006618,Pending
MT00304,VH023,2026-04-20 07:09:58.797595,Tire Replacement,25151.97276240639,116835.8649588677,Pending
MT00305,VH032,2026-04-20 15:49:25.130260,Brake Service,13886.478421928576,188891.53497112874,Pending
MT00306,VH014,2026-04-21 00:28:51.462925,Routine Inspection,2502.421113956436,80650.60990456722,Completed
MT00307,VH048,2026-04-21 09:08:17.795591,Brake Service,13831.01500230981,175795.7663352079,Pending
MT00308,VH039,2026-04-21 17:47:44.128256,Battery Replacement,11475.256268912946,220265.53262608283,Completed
MT00309,VH011,2026-04-22 02:27:10.460921,Tire Replacement,11230.876856265379,125112.2652558469,Pending
MT00310,VH003,2026-04-22 11:06:36.793587,Oil Change,7360.774356392317,196843.70658515554,Pending
MT00311,VH015,2026-04-22 19:46:03.126252,Oil Change,7136.770067812769,143642.54732348144,Completed
MT00312,VH008,2026-04-23 04:25:29.458917,Tire Replacement,27665.093884579037,213788.78100425308,Pending
MT00313,VH026,2026-04-23 13:04:55.791583,Brake Service,18722.325176958744,66912.39061999111,Pending
MT00314,VH020,2026-04-23 21:44:22.124248,Engine Repair,81779.27142179487,15614.784524037288,Completed
MT00315,VH045,2026-04-24 06:23:48.456913,Engine Repair,41960.487436126714,170854.34500691472,Pending
MT00316,VH050,2026-04-24 15:03:14.789579,Oil Change,7573.455928327638,196502.34152305507,Pending
MT00317,VH002,2026-04-24 23:42:41.122244,Brake Service,10821.877525284493,28848.833655539856,Pending
MT00318,VH033,2026-04-25 08:22:07.454909,Battery Replacement,24716.86767619258,168076.1574933702,Pending
MT00319,VH049,2026-04-25 17:01:33.787575,Tire Replacement,30929.81536483881,60495.36722386305,Completed
MT00320,VH017,2026-04-26 01:41:00.120240,Oil Change,4041.7204766154855,247552.29972783886,Completed
MT00321,VH041,2026-04-26 10:20:26.452905,Engine Repair,51645.82939884086,197883.4104471603,Pending
MT00322,VH019,2026-04-26 18:59:52.785571,Engine Repair,73226.70086590029,47105.3997552885,Completed
MT00323,VH039,2026-04-27 03:39:19.118236,Battery Replacement,21402.712975479,124004.54366590387,Pending
MT00324,VH012,2026-04-27 12:18:45.450901,Battery Replacement,17799.639334994506,199037.81892270234,Pending
MT00325,VH011,2026-04-27 20:58:11.783567,Engine Repair,79228.46455678012,135222.1312577115,Pending
MT00326,VH021,2026-04-28 05:37:38.116232,Brake Service,12224.335701611979,244885.35326941055,Pending
MT00327,VH044,2026-04-28 14:17:04.448897,Engine Repair,42815.13427754432,113829.64760841159,Completed
MT00328,VH027,2026-04-28 22:56:30.781563,Tire Replacement,31142.73715332748,222851.8876208139,Pending
MT00329,VH023,2026-04-29 07:35:57.114228,Brake Service,17369.80539441992,32164.541590563633,Completed
MT00330,VH015,2026-04-29 16:15:23.446893,Battery Replacement,13402.332940444892,141764.12087790878,Completed
MT00331,VH039,2026-04-30 00:54:49.779559,Routine Inspection,3282.6515700433124,248866.4258130212,Pending
MT00332,VH022,2026-04-30 09:34:16.112224,Routine Inspection,3013.450078524468,172860.9680774307,Completed
MT00333,VH013,2026-04-30 18:13:42.444889,Battery Replacement,10474.255995336358,46918.02054531715,Pending
MT00334,VH046,2026-05-01 02:53:08.777555,Battery Replacement,21032.188773009395,168548.46251334882,Pending
MT00335,VH011,2026-05-01 11:32:35.110220,Tire Replacement,25303.40187281324,112085.27696873464,Completed
MT00336,VH017,2026-05-01 20:12:01.442885,Battery Replacement,10754.15635065739,178999.82936276516,Completed
MT00337,VH015,2026-05-02 04:51:27.775551,Brake Service,10194.114459091954,94343.51720954658,Pending
MT00338,VH040,2026-05-02 13:30:54.108216,Battery Replacement,20592.67949223301,128653.06913202984,Pending
MT00339,VH034,2026-05-02 22:10:20.440881,Routine Inspection,3135.497397732197,62119.16561858611,Completed
MT00340,VH015,2026-05-03 06:49:46.773547,Battery Replacement,9220.0265024711,48634.36288675323,Pending
MT00341,VH047,2026-05-03 15:29:13.106212,Engine Repair,28436.15466848434,81653.99564948089,Pending
MT00342,VH013,2026-05-04 00:08:39.438877,Engine Repair,99848.8493672171,196196.65257548002,Pending
MT00343,VH029,2026-05-04 08:48:05.771543,Tire Replacement,22838.8168253813,200412.47393724776,Completed
MT00344,VH037,2026-05-04 17:27:32.104208,Brake Service,14541.83479024372,140448.69262314984,Pending
MT00345,VH047,2026-05-05 02:06:58.436873,Routine Inspection,3857.9667101946343,54826.95881152789,Pending
MT00346,VH003,2026-05-05 10:46:24.769539,Brake Service,7491.550674887703,204190.06847064738,Pending
MT00347,VH048,2026-05-05 19:25:51.102204,Engine Repair,51919.70336382385,218066.1319458868,Pending
MT00348,VH042,2026-05-06 04:05:17.434869,Brake Service,15716.33928315079,34562.4678567637,Completed
MT00349,VH010,2026-05-06 12:44:43.767535,Battery Replacement,15220.74829563887,109421.04430122589,Completed
MT00350,VH016,2026-05-06 21:24:10.100200,Tire Replacement,27678.27649100806,142231.2962823911,Completed
MT00351,VH049,2026-05-07 06:03:36.432865,Engine Repair,49670.666412461556,203419.4258499882,Completed
MT00352,VH040,2026-05-07 14:43:02.765531,Battery Replacement,12506.373990334405,161712.77402033753,Pending
MT00353,VH029,2026-05-07 23:22:29.098196,Engine Repair,21498.54077918132,108892.37824096448,Pending
MT00354,VH018,2026-05-08 08:01:55.430861,Engine Repair,53942.65039919984,121265.79337871849,Completed
MT00355,VH036,2026-05-08 16:41:21.763527,Routine Inspection,3189.5894952423496,112965.00753585028,Pending
MT00356,VH035,2026-05-09 01:20:48.096192,Tire Replacement,23815.283280263495,40448.78665027804,Pending
MT00357,VH002,2026-05-09 10:00:14.428857,Tire Replacement,10195.804933739324,198654.06307562414,Completed
MT00358,VH025,2026-05-09 18:39:40.761523,Engine Repair,61388.95493848688,25393.20094390753,Completed
MT00359,VH025,2026-05-10 03:19:07.094188,Routine Inspection,2354.3517496578033,174653.1891856405,Completed
MT00360,VH028,2026-05-10 11:58:33.426853,Battery Replacement,16435.836765965865,46740.74187085603,Pending
MT00361,VH037,2026-05-10 20:37:59.759519,Oil Change,4710.376169231117,110614.33730675702,Completed
MT00362,VH043,2026-05-11 05:17:26.092184,Battery Replacement,8744.136082488383,39070.8669011521,Pending
MT00363,VH047,2026-05-11 13:56:52.424849,Routine Inspection,2496.7797885189507,151909.63843580912,Completed
MT00364,VH019,2026-05-11 22:36:18.757515,Brake Service,8870.313062062341,226313.8410249315,Pending
MT00365,VH017,2026-05-12 07:15:45.090180,Engine Repair,38667.76712256331,156112.26626669374,Pending
MT00366,VH022,2026-05-12 15:55:11.422845,Engine Repair,68282.11961435356,104337.01740415572,Pending
MT00367,VH018,2026-05-13 00:34:37.755511,Tire Replacement,11324.2811097952,235102.59429308726,Pending
MT00368,VH026,2026-05-13 09:14:04.088176,Brake Service,11656.921890214522,81159.97062253967,Pending
MT00369,VH015,2026-05-13 17:53:30.420841,Oil Change,7082.136087882119,71435.78064819257,Pending
MT00370,VH029,2026-05-14 02:32:56.753507,Oil Change,4427.4005045336435,181670.46851239746,Pending
MT00371,VH007,2026-05-14 11:12:23.086172,Routine Inspection,3814.435969725757,239648.13598587172,Pending
MT00372,VH018,2026-05-14 19:51:49.418837,Tire Replacement,37671.00165979436,196815.40380995374,Completed
MT00373,VH050,2026-05-15 04:31:15.751503,Oil Change,6942.643074991741,102614.6008845787,Completed
MT00374,VH011,2026-05-15 13:10:42.084168,Routine Inspection,4494.158887250804,76063.61661800166,Completed
MT00375,VH008,2026-05-15 21:50:08.416833,Engine Repair,55037.089080160644,121244.17420582873,Completed
MT00376,VH039,2026-05-16 06:29:34.749498,Oil Change,3418.3373905220765,187779.05688185684,Pending
MT00377,VH040,2026-05-16 15:09:01.082164,Oil Change,5433.580663163844,77315.18888072553,Pending
MT00378,VH025,2026-05-16 23:48:27.414829,Battery Replacement,9239.11406853242,211428.7918543725,Completed
MT00379,VH014,2026-05-17 08:27:53.747494,Routine Inspection,3491.8649346407237,162738.81223875767,Completed
MT00380,VH034,2026-05-17 17:07:20.080160,Oil Change,5485.6333318250645,125938.06013711239,Pending
MT00381,VH010,2026-05-18 01:46:46.412825,Battery Replacement,21891.683455533454,31681.080296860033,Completed
MT00382,VH016,2026-05-18 10:26:12.745490,Brake Service,13196.861578844206,110913.39795631902,Completed
MT00383,VH029,2026-05-18 19:05:39.078156,Battery Replacement,9711.67208210496,67503.53377511544,Completed
MT00384,VH006,2026-05-19 03:45:05.410821,Brake Service,11854.776446478229,132180.08487101825,Pending
MT00385,VH038,2026-05-19 12:24:31.743486,Tire Replacement,31968.611473806377,166939.25025597212,Completed
MT00386,VH008,2026-05-19 21:03:58.076152,Engine Repair,28348.379035032696,86344.16007412384,Pending
MT00387,VH022,2026-05-20 05:43:24.408817,Tire Replacement,24701.313064430797,205092.16210352714,Pending
MT00388,VH044,2026-05-20 14:22:50.741482,Tire Replacement,25145.14615112617,218142.4849940189,Pending
MT00389,VH049,2026-05-20 23:02:17.074148,Tire Replacement,37931.72853417057,66628.54461617781,Completed
MT00390,VH037,2026-05-21 07:41:43.406813,Brake Service,16657.725463387193,16680.047163119765,Completed
MT00391,VH044,2026-05-21 16:21:09.739478,Routine Inspection,2733.3265646847385,51156.86416610787,Completed
MT00392,VH023,2026-05-22 01:00:36.072144,Oil Change,7038.852973875577,118859.13492630684,Completed
MT00393,VH003,2026-05-22 09:40:02.404809,Battery Replacement,15288.335590398932,171423.25099967507,Completed
MT00394,VH045,2026-05-22 18:19:28.737474,Tire Replacement,24959.875993302874,153195.95406547768,Pending
MT00395,VH026,2026-05-23 02:58:55.070140,Tire Replacement,21102.97796058564,149859.07455804598,Completed
MT00396,VH041,2026-05-23 11:38:21.402805,Oil Change,3453.708044587167,65487.76658822259,Pending
MT00397,VH035,2026-05-23 20:17:47.735470,Tire Replacement,39701.51920160228,48509.02161785732,Completed
MT00398,VH042,2026-05-24 04:57:14.068136,Brake Service,6297.8073664118765,18556.4905770939,Pending
MT00399,VH044,2026-05-24 13:36:40.400801,Brake Service,6252.007559115616,113421.55744503377,Pending
MT00400,VH038,2026-05-24 22:16:06.733466,Routine Inspection,2358.9174649972397,82310.86601690362,Completed
MT00401,VH002,2026-05-25 06:55:33.066132,Oil Change,4384.342857262311,141589.8147760686,Pending
MT00402,VH020,2026-05-25 15:34:59.398797,Brake Service,13176.096291364145,154550.24234134212,Completed
MT00403,VH018,2026-05-26 00:14:25.731462,Routine Inspection,4323.136970232503,79121.21996098376,Completed
MT00404,VH041,2026-05-26 08:53:52.064128,Tire Replacement,32913.08983876885,142760.00346136227,Completed
MT00405,VH014,2026-05-26 17:33:18.396793,Routine Inspection,3505.9416412596847,156070.09001018366,Completed
MT00406,VH028,2026-05-27 02:12:44.729458,Tire Replacement,35372.42932452764,221199.31751618095,Completed
MT00407,VH030,2026-05-27 10:52:11.062124,Engine Repair,21687.15799842083,45135.30934463211,Pending
MT00408,VH044,2026-05-27 19:31:37.394789,Routine Inspection,2120.7227022747675,102161.21066961226,Pending
MT00409,VH016,2026-05-28 04:11:03.727454,Engine Repair,71666.43128974721,86278.43415575825,Completed
MT00410,VH050,2026-05-28 12:50:30.060120,Oil Change,5324.322671391075,71159.11334934564,Pending
MT00411,VH036,2026-05-28 21:29:56.392785,Tire Replacement,25140.624676170995,112089.29209002032,Completed
MT00412,VH047,2026-05-29 06:09:22.725450,Tire Replacement,16543.07691028943,236203.50130195063,Completed
MT00413,VH018,2026-05-29 14:48:49.058116,Battery Replacement,22233.099038566652,212356.40482834924,Pending
MT00414,VH007,2026-05-29 23:28:15.390781,Routine Inspection,3509.5191560566054,135369.07098257574,Completed
MT00415,VH011,2026-05-30 08:07:41.723446,Brake Service,8162.294018030695,105820.97673994668,Pending
MT00416,VH015,2026-05-30 16:47:08.056112,Oil Change,3691.98086548626,113651.25107943562,Completed
MT00417,VH046,2026-05-31 01:26:34.388777,Oil Change,7976.7633225101445,70629.78551779962,Completed
MT00418,VH012,2026-05-31 10:06:00.721442,Routine Inspection,4182.261296800496,167850.2031230248,Pending
MT00419,VH025,2026-05-31 18:45:27.054108,Brake Service,12989.819382618749,73399.87530807809,Completed
MT00420,VH002,2026-06-01 03:24:53.386773,Battery Replacement,17630.27899390181,36702.374313614724,Pending
MT00421,VH011,2026-06-01 12:04:19.719438,Engine Repair,28822.089301470183,87026.56161105231,Pending
MT00422,VH040,2026-06-01 20:43:46.052104,Battery Replacement,20265.716139393153,126901.23418913076,Completed
MT00423,VH033,2026-06-02 05:23:12.384769,Engine Repair,93539.89536583955,184806.00125640596,Pending
MT00424,VH012,2026-06-02 14:02:38.717434,Engine Repair,91775.94771103749,126954.86613529769,Pending
MT00425,VH004,2026-06-02 22:42:05.050100,Battery Replacement,21394.031592243824,18347.826009064007,Pending
MT00426,VH041,2026-06-03 07:21:31.382765,Oil Change,6263.57121381106,179049.92183480502,Pending
MT00427,VH020,2026-06-03 16:00:57.715430,Tire Replacement,18016.407147813206,195778.42965022015,Completed
MT00428,VH037,2026-06-04 00:40:24.048096,Oil Change,4723.539374688423,34746.97517548749,Pending
MT00429,VH026,2026-06-04 09:19:50.380761,Tire Replacement,34953.987856037515,183087.55441047924,Completed
MT00430,VH003,2026-06-04 17:59:16.713426,Oil Change,6583.554703685664,167628.65195126165,Completed
MT00431,VH043,2026-06-05 02:38:43.046092,Battery Replacement,24836.667706280838,103658.9426059684,Pending
MT00432,VH002,2026-06-05 11:18:09.378757,Battery Replacement,9447.838249676568,201123.85485370425,Pending
MT00433,VH008,2026-06-05 19:57:35.711422,Battery Replacement,13913.156584787961,180536.38285218127,Completed
MT00434,VH025,2026-06-06 04:37:02.044088,Routine Inspection,4638.990267570103,146610.71940212906,Pending
MT00435,VH047,2026-06-06 13:16:28.376753,Tire Replacement,10777.640473155929,193031.87564297268,Completed
MT00436,VH024,2026-06-06 21:55:54.709418,Oil Change,4679.82025406502,114636.43729582243,Completed
MT00437,VH019,2026-06-07 06:35:21.042084,Engine Repair,97937.56686595448,156116.4110289236,Completed
MT00438,VH032,2026-06-07 15:14:47.374749,Routine Inspection,3639.974000350044,19806.219138644614,Completed
MT00439,VH001,2026-06-07 23:54:13.707414,Oil Change,4541.308666603635,118277.53169350258,Completed
MT00440,VH002,2026-06-08 08:33:40.040080,Oil Change,7650.671435231244,155216.77239848586,Completed
MT00441,VH012,2026-06-08 17:13:06.372745,Brake Service,10205.78569300652,10930.88268673756,Pending
MT00442,VH043,2026-06-09 01:52:32.705410,Oil Change,3667.3882773863184,105260.70836551896,Completed
MT00443,VH041,2026-06-09 10:31:59.038076,Routine Inspection,3737.621582071312,138202.6288270692,Pending
MT00444,VH034,2026-06-09 19:11:25.370741,Engine Repair,77145.97391302418,98918.722016332,Completed
MT00445,VH038,2026-06-10 03:50:51.703406,Oil Change,3396.664682887895,96968.40942022485,Completed
MT00446,VH046,2026-06-10 12:30:18.036072,Brake Service,14331.373961080786,216024.6648270927,Pending
MT00447,VH026,2026-06-10 21:09:44.368737,Brake Service,10577.6478453538,241468.84653752187,Completed
MT00448,VH020,2026-06-11 05:49:10.701402,Engine Repair,29968.12954063827,33180.81883964623,Pending
MT00449,VH014,2026-06-11 14:28:37.034068,Routine Inspection,3907.2395248248113,228570.40130460574,Completed
MT00450,VH037,2026-06-11 23:08:03.366733,Oil Change,4345.43341290929,100892.10576324201,Completed
MT00451,VH043,2026-06-12 07:47:29.699398,Battery Replacement,10885.127989218417,67081.85693373118,Pending
MT00452,VH008,2026-06-12 16:26:56.032064,Battery Replacement,9593.60237547959,45916.14833176467,Completed
MT00453,VH005,2026-06-13 01:06:22.364729,Brake Service,11020.337874164963,189403.8241609846,Completed
MT00454,VH043,2026-06-13 09:45:48.697394,Engine Repair,69657.1122806722,183643.34092102945,Pending
MT00455,VH020,2026-06-13 18:25:15.030060,Battery Replacement,24583.150682937452,32732.261476638316,Pending
MT00456,VH007,2026-06-14 03:04:41.362725,Brake Service,10070.576870091958,240276.2554457367,Pending
MT00457,VH005,2026-06-14 11:44:07.695390,Brake Service,14187.441839795072,27397.795945832026,Pending
MT00458,VH047,2026-06-14 20:23:34.028056,Routine Inspection,2352.788000736096,129263.7716699632,Pending
MT00459,VH048,2026-06-15 05:03:00.360721,Oil Change,7680.51690206324,164875.54731964917,Completed
MT00460,VH041,2026-06-15 13:42:26.693386,Routine Inspection,4221.941021806757,223170.88298657027,Pending
MT00461,VH023,2026-06-15 22:21:53.026052,Engine Repair,76925.0847705024,74703.06621740895,Completed
MT00462,VH023,2026-06-16 07:01:19.358717,Battery Replacement,17310.732441417756,74213.2701521836,Pending
MT00463,VH023,2026-06-16 15:40:45.691382,Oil Change,5816.979026394948,197504.59122669412,Completed
MT00464,VH017,2026-06-17 00:20:12.024048,Tire Replacement,23403.158707222552,108636.91009762234,Pending
MT00465,VH041,2026-06-17 08:59:38.356713,Engine Repair,23651.824363008414,59371.090071627616,Pending
MT00466,VH019,2026-06-17 17:39:04.689378,Brake Service,6057.492945432947,15119.64782127981,Completed
MT00467,VH029,2026-06-18 02:18:31.022044,Oil Change,3959.4795584204758,188997.84268282677,Completed
MT00468,VH004,2026-06-18 10:57:57.354709,Battery Replacement,11198.765407702167,13605.10089881875,Pending
MT00469,VH005,2026-06-18 19:37:23.687374,Brake Service,5858.005878199608,163015.81756040134,Pending
MT00470,VH010,2026-06-19 04:16:50.020040,Brake Service,12450.034047492576,112927.33490948618,Pending
MT00471,VH014,2026-06-19 12:56:16.352705,Battery Replacement,16651.267906433925,162272.88943132505,Pending
MT00472,VH037,2026-06-19 21:35:42.685370,Tire Replacement,27981.99090940703,192421.4916157412,Pending
MT00473,VH042,2026-06-20 06:15:09.018036,Routine Inspection,4361.727929101051,165433.0712682251,Pending
MT00474,VH035,2026-06-20 14:54:35.350701,Engine Repair,94882.9227552168,121771.81807458714,Completed
MT00475,VH004,2026-06-20 23:34:01.683366,Engine Repair,95844.65160793204,227799.34004353415,Pending
MT00476,VH006,2026-06-21 08:13:28.016032,Brake Service,18495.620168594523,10862.1619912895,Completed
MT00477,VH047,2026-06-21 16:52:54.348697,Oil Change,6707.980223926982,21453.89413050896,Pending
MT00478,VH011,2026-06-22 01:32:20.681362,Tire Replacement,30112.268593658904,126763.35424435987,Completed
MT00479,VH023,2026-06-22 10:11:47.014028,Tire Replacement,13526.285614724662,69338.52995334097,Pending
MT00480,VH020,2026-06-22 18:51:13.346693,Brake Service,14845.822958870687,113297.13212845837,Completed
MT00481,VH018,2026-06-23 03:30:39.679358,Routine Inspection,2470.6410005644475,78923.36171992873,Pending
MT00482,VH014,2026-06-23 12:10:06.012024,Oil Change,6727.844828270967,65499.32954045829,Completed
MT00483,VH001,2026-06-23 20:49:32.344689,Routine Inspection,2486.0309917551517,231527.73146141996,Completed
MT00484,VH041,2026-06-24 05:28:58.677354,Routine Inspection,4044.5036911284815,61995.17741408398,Completed
MT00485,VH038,2026-06-24 14:08:25.010020,Battery Replacement,9228.211888767228,31953.31432200268,Completed
MT00486,VH023,2026-06-24 22:47:51.342685,Routine Inspection,2940.292343493359,64174.094133829225,Completed
MT00487,VH031,2026-06-25 07:27:17.675350,Battery Replacement,14361.082141660181,112532.73608557544,Completed
MT00488,VH014,2026-06-25 16:06:44.008016,Brake Service,9705.007584395462,63595.534099314355,Pending
MT00489,VH007,2026-06-26 00:46:10.340681,Routine Inspection,2932.315480760769,33453.57592610764,Completed
MT00490,VH049,2026-06-26 09:25:36.673346,Oil Change,5662.189806559492,74479.51469262337,Completed
MT00491,VH006,2026-06-26 18:05:03.006012,Tire Replacement,34707.97752899234,227550.8233771455,Pending
MT00492,VH048,2026-06-27 02:44:29.338677,Tire Replacement,36200.11263824967,190648.7688696294,Completed
MT00493,VH023,2026-06-27 11:23:55.671342,Tire Replacement,12204.306490171693,65992.19093856966,Completed
MT00494,VH040,2026-06-27 20:03:22.004008,Engine Repair,35389.80827124108,155718.29275116156,Pending
MT00495,VH013,2026-06-28 04:42:48.336673,Tire Replacement,19278.949612130542,215461.86077640043,Completed
MT00496,VH022,2026-06-28 13:22:14.669338,Battery Replacement,19624.03097543816,243032.28205520526,Pending
MT00497,VH018,2026-06-28 22:01:41.002004,Oil Change,5012.184267731955,27826.49608850795,Completed
MT00498,VH033,2026-06-29 06:41:07.334669,Tire Replacement,24303.42479927958,58911.443148486745,Pending
MT00499,VH011,2026-06-29 15:20:33.667334,Routine Inspection,4353.299413416424,236431.0686062449,Pending
MT00500,VH007,2026-06-30 00:00:00.000000,Brake Service,14628.667888669466,222355.12547858446,Pending
